 Date,Line,Distance,Temp
11/18/09,774,0.905,21.6
11/18/09,774,0.916,21.5
11/18/09,774,0.935,21.6
11/18/09,774,0.954,21.7
11/18/09,774,0.959,21.4
11/18/09,774,0.967,21.7
11/18/09,774,1.018,21.6
11/18/09,774,1.035,21.4
11/18/09,774,1.049,21.6
11/18/09,774,1.053,21.7
11/18/09,774,1.075,21.4
11/18/09,774,1.084,21.7
11/18/09,774,1.118,21.6
11/18/09,774,1.144,21.4
11/18/09,774,1.159,21.6
11/18/09,774,1.203,21.7
11/18/09,774,1.258,21.6
11/18/09,774,1.323,21.6
11/18/09,774,1.407,21.5
11/18/09,774,1.545,21.4
11/18/09,774,1.587,21.7
11/18/09,774,1.778,21.4
11/18/09,774,1.818,21.6
11/18/09,774,2.646,21.4
11/18/09,774,3.128,21.4
11/18/09,774,4.315,21.7
12/15/09,786,0.229,22.4
11/18/09,786,0.309,20.9
11/18/09,786,0.249,20.9
12/15/09,786,0.326,22.4
11/24/09,786,0.358,21.5
12/15/09,786,0.499,22.4
12/15/09,786,0.585,22.5
11/24/09,786,0.590,21.5
11/18/09,786,0.632,20.9
11/24/09,786,0.801,21.5
11/24/09,786,0.808,21.5
11/24/09,786,0.922,21.4
11/24/09,786,0.929,21.4
11/24/09,786,0.937,21.5
11/24/09,786,0.986,21.5
11/24/09,786,1.014,21.4
11/18/09,786,1.024,20.9
12/15/09,786,1.050,22.5
11/18/09,786,1.065,20.9
11/18/09,786,1.091,20.9
12/21/09,786,1.093,21.4
12/10/09,786,1.126,20.8
11/24/09,786,1.174,21.4
11/24/09,786,1.175,21.4
11/18/09,786,1.231,20.9
12/15/09,786,1.243,22.4
11/24/09,786,1.263,21.4
11/24/09,786,1.275,21.4
11/24/09,786,1.313,21.4
12/15/09,786,1.462,22.4
12/15/09,786,1.544,22.5
11/24/09,786,1.631,21.4
11/24/09,786,1.699,21.5
12/15/09,786,1.792,22.5
11/24/09,786,1.834,21.5
12/15/09,786,2.028,22.5
11/24/09,786,2.263,21.4
11/18/09,786,2.392,20.9
12/10/09,786,2.459,20.8
12/10/09,786,2.814,20.8
12/15/09,786,3.749,22.4
12/10/09,786,3.867,20.8
11/24/09,786,3.916,21.5
12/15/09,786,4.216,22.4
12/21/09,786,5.042,21.4
12/10/09,786,5.373,20.8
12/10/09,786,5.488,20.8
12/15/09,786,5.751,22.4
12/15/09,786,6.161,22.4
12/15/09,786,6.251,22.4
12/15/09,786,6.734,22.4
12/10/09,786,6.807,20.8
1/19/10,820,0.466,21.9
1/19/10,820,0.478,22
1/19/10,820,0.618,21.7
1/19/10,820,0.648,21.9
1/19/10,820,0.649,22
1/19/10,820,0.686,22
1/19/10,820,0.690,21.7
1/19/10,820,0.691,21.7
1/19/10,820,0.703,22
1/19/10,820,0.755,21.9
1/19/10,820,0.762,21.9
1/19/10,820,0.763,22
1/19/10,820,0.764,21.9
1/19/10,820,0.765,21.9
1/18/10,820,0.772,22.5
1/19/10,820,0.798,21.9
1/19/10,820,0.837,21.9
1/19/10,820,0.849,21.7
1/19/10,820,0.869,21.7
1/19/10,820,0.889,21.7
1/19/10,820,0.895,22
1/19/10,820,0.931,22
1/19/10,820,0.940,22
1/19/10,820,0.973,21.9
1/19/10,820,0.975,21.9
1/19/10,820,0.999,22
1/19/10,820,1.017,21.7
1/19/10,820,1.031,21.7
1/19/10,820,1.050,21.7
1/19/10,820,1.098,21.7
1/19/10,820,1.109,21.9
1/19/10,820,1.116,21.9
1/19/10,820,1.142,21.7
1/19/10,820,1.149,21.7
1/19/10,820,1.174,21.7
1/19/10,820,1.219,21.7
1/19/10,820,1.382,22
1/19/10,820,1.421,21.7
1/19/10,820,1.436,21.7
1/19/10,820,1.448,21.7
1/19/10,820,1.712,22
1/19/10,820,2.109,22
1/19/10,820,2.266,21.7
1/19/10,820,2.487,21.7
1/19/10,820,2.564,21.7
1/19/10,820,2.600,21.7
1/19/10,820,2.780,21.7
1/18/10,820,4.109,22.5
1/19/10,820,5.747,21.7
1/19/10,820,7.752,21.7
11/24/09,852,0.307,21.6
11/16/09,852,0.425,21.7
12/15/09,852,0.456,22.5
12/10/09,852,0.478,21.2
12/10/09,852,0.667,21.2
11/16/09,852,0.690,21.7
11/24/09,852,0.693,21.6
11/24/09,852,0.755,21.6
11/18/09,852,0.763,21.9
12/15/09,852,0.773,22.5
11/18/09,852,0.821,21.9
11/24/09,852,0.843,21.6
12/10/09,852,0.883,20.7
12/10/09,852,0.897,21.2
11/24/09,852,0.912,21.6
11/16/09,852,0.954,21.7
11/24/09,852,0.962,21.6
11/18/09,852,0.984,21.9
12/10/09,852,1.006,21.2
11/16/09,852,1.017,21.7
12/15/09,852,1.024,22.5
11/24/09,852,1.098,21.6
11/16/09,852,1.103,21.7
11/24/09,852,1.149,21.6
11/24/09,852,1.176,21.6
11/24/09,852,1.208,21.6
12/10/09,852,1.231,21.2
11/18/09,852,1.306,21.9
11/24/09,852,1.371,21.6
11/24/09,852,1.380,21.6
12/10/09,852,1.544,21.2
11/24/09,852,1.560,21.6
11/24/09,852,2.112,21.6
12/15/09,852,2.403,22.5
11/18/09,852,2.618,21.9
11/16/09,852,2.762,21.8
11/16/09,852,2.767,21.8
11/18/09,852,2.769,21.9
11/16/09,852,2.879,21.7
11/16/09,852,2.909,21.7
11/16/09,852,3.077,21.8
11/24/09,852,3.227,21.6
11/24/09,852,3.278,21.6
12/10/09,852,3.318,21.2
11/16/09,852,3.661,21.8
11/16/09,852,4.259,21.7
11/24/09,852,6.636,21.6
12/10/09,852,6.791,21.2
11/24/09,852,6.817,21.6
12/15/09,852,8.104,22.5
11/9/09,r,0.300,19.5
11/9/09,r,0.126,20.3
11/9/09,r,0.354,20.5
11/9/09,r,0.406,19.9
11/9/09,r,0.458,19.5
11/9/09,r,0.588,20.5
11/9/09,r,0.627,19.9
11/9/09,r,0.675,19.9
11/9/09,r,0.695,20.5
11/9/09,r,0.726,20.5
11/9/09,r,0.755,20.5
11/9/09,r,0.772,20.5
11/9/09,r,0.791,19.5
11/9/09,r,0.801,20.5
11/9/09,r,0.827,20.5
11/9/09,r,0.856,20.5
11/9/09,r,0.918,20.5
11/9/09,r,1.159,19.5
11/9/09,r,1.311,20.5
11/9/09,r,1.470,20.3
11/9/09,r,1.508,19.9
11/9/09,r,1.637,19.5
11/9/09,r,1.938,20.5
11/9/09,r,1.962,19.5
11/9/09,r,1.965,19.5
11/9/09,r,2.140,20.5
11/9/09,r,2.155,20.3
11/9/09,r,2.220,20.5
11/9/09,r,2.290,19.5
11/9/09,r,2.352,20.5
11/9/09,r,2.355,19.5
11/9/09,r,2.374,19.5
11/9/09,r,2.375,20.3
11/9/09,r,2.565,19.9
11/9/09,r,2.634,20.5
11/9/09,r,2.708,20.5
11/9/09,r,2.722,20.5
11/9/09,r,2.843,20.3
11/9/09,r,3.037,20.5
11/9/09,r,3.256,19.5
11/9/09,r,3.403,20.3
11/9/09,r,3.587,20.3
11/9/09,r,3.672,20.3
11/9/09,r,3.762,19.9
11/9/09,r,3.807,20.3
11/9/09,r,3.927,20.5
11/9/09,r,4.122,19.9
11/9/09,r,4.147,19.5
11/9/09,r,4.155,20.5
11/9/09,r,4.544,20.3
11/9/09,r,4.579,19.9
11/9/09,r,5.374,19.9
11/9/09,r,5.414,20.5
11/9/09,r,5.515,19.9
11/9/09,r,5.911,20.5
11/9/09,r,7.007,19.9
11/9/09,r,7.018,20.3
11/9/09,r,7.326,20.5
11/9/09,r,7.761,19.9
11/18/09,s,0.216,21.8
11/18/09,s,0.290,21.8
11/18/09,s,0.317,21.8
11/18/09,s,0.333,21.8
11/18/09,s,0.338,21.8
11/18/09,s,0.415,21.8
11/18/09,s,0.427,21.8
11/9/09,s,0.442,20.5
11/18/09,s,0.456,21.8
11/18/09,s,0.464,21.8
11/18/09,s,0.466,21.8
11/9/09,s,0.471,20.5
11/9/09,s,0.482,20.5
11/18/09,s,0.496,21.8
11/18/09,s,0.502,21.8
11/18/09,s,0.512,20.5
11/18/09,s,0.526,21.8
11/18/09,s,0.534,21.8
11/18/09,s,0.542,20.5
11/18/09,s,0.555,21.8
11/18/09,s,0.563,21.8
11/18/09,s,0.564,21.8
11/9/09,s,0.574,20.5
11/18/09,s,0.574,21.8
11/18/09,s,0.587,21.8
11/18/09,s,0.596,21.8
11/18/09,s,0.615,21.8
11/18/09,s,0.625,21.8
11/18/09,s,0.626,21.8
11/9/09,s,0.629,20.5
11/18/09,s,0.646,21.8
11/9/09,s,0.655,20.5
11/18/09,s,0.675,21.8
11/18/09,s,0.677,21.8
11/9/09,s,0.684,20.5
11/18/09,s,0.687,21.8
11/18/09,s,0.709,20.5
11/18/09,s,0.709,21.8
11/18/09,s,0.709,21.8
11/18/09,s,0.713,21.8
11/18/09,s,0.722,21.8
11/18/09,s,0.746,21.8
11/18/09,s,0.754,20.5
11/18/09,s,0.831,21.8
11/18/09,s,0.956,20.5
11/9/09,s,1.040,20.5
11/18/09,s,1.050,20.5
11/18/09,s,1.052,21.8
11/9/09,s,1.099,20.5
11/18/09,s,1.151,21.8
11/18/09,s,1.163,21.8
11/18/09,s,1.177,21.8
11/18/09,s,1.315,20.5
11/18/09,s,1.387,20.5
11/18/09,s,1.409,21.8
11/18/09,s,1.447,21.8
11/18/09,s,1.458,20.5
11/18/09,s,1.820,21.8
11/18/09,s,1.979,21.8
11/18/09,s,2.143,20.5
11/18/09,s,2.473,20.5
11/18/09,s,2.974,20.5
11/9/09,s,4.291,20.5
11/18/09,s,4.895,20.5
11/18/09,s,5.132,20.5
11/18/09,s,5.374,20.5
11/18/09,s,5.537,20.5
11/18/09,s,5.577,20.5
11/18/09,s,6.827,20.5
12/10/09,s2,0.367,21.2
12/10/09,s2,0.479,21.2
12/10/09,s2,0.500,21.2
11/9/09,s2,0.588,20.4
12/10/09,s2,0.636,21.2
12/10/09,s2,0.651,21.2
12/10/09,s2,0.681,21.2
12/10/09,s2,0.715,21.2
12/10/09,s2,0.724,21.2
12/10/09,s2,0.737,21.2
12/10/09,s2,0.792,21.2
12/10/09,s2,0.793,21.2
12/10/09,s2,0.807,21.2
11/18/09,s2,0.820,21.9
12/10/09,s2,0.834,21.2
12/15/09,s2,0.843,22.7
12/10/09,s2,0.852,21.2
12/10/09,s2,0.866,21.2
12/10/09,s2,0.898,21.2
11/9/09,s2,0.931,20.4
12/15/09,s2,0.941,22.7
11/9/09,s2,0.966,20.4
12/10/09,s2,1.003,21.2
11/18/09,s2,1.130,21.9
11/24/09,s2,1.180,19.9
11/18/09,s2,1.183,21.9
12/15/09,s2,1.206,22.7
12/10/09,s2,1.208,21.2
12/10/09,s2,1.255,21.2
12/10/09,s2,1.317,21.2
12/10/09,s2,1.348,21.2
12/10/09,s2,1.357,21.2
12/10/09,s2,1.358,21.2
11/24/09,s2,1.508,19.9
12/15/09,s2,1.519,22.7
12/15/09,s2,1.525,21.6
12/15/09,s2,1.582,22.7
11/18/09,s2,1.705,21.9
12/10/09,s2,1.716,21.2
12/15/09,s2,1.906,22.7
12/10/09,s2,2.096,21.2
12/10/09,s2,3.251,21.2
12/10/09,s2,3.475,21.2
12/15/09,s2,3.513,22.7
12/10/09,s2,3.713,21.2
12/10/09,s2,4.121,21.2
12/15/09,s2,4.212,21.2
12/10/09,s2,4.295,21.2
12/10/09,s2,5.320,21.2
12/10/09,s2,5.426,21.2
12/10/09,s2,6.459,21.2
