Day,Strain,Pathlength,Line
3,25201,6.704,712
3,25201,6.472,712
3,25201,4.406,712
4,25201,5.306,712
4,25201,5.28,712
4,25201,6.366,712
4,25201,3.052,712
4,25201,5.348,712
4,25201,7.632,712
4,25201,4.35,712
4,25201,6.08,712
4,25201,5.984,712
4,25201,3.506,712
4,25201,4.036,712
4,25201,5.79,712
4,25201,4.842,712
4,25201,4.622,712
4,25201,5.084,712
4,25201,5.712,712
4,25201,4.164,712
4,25201,5.612,712
4,25201,3.954,712
4,25201,1.124,712
5,25201,4.994,712
5,25201,7.246,712
5,25201,6.588,712
5,25201,5.758,712
5,25201,6.148,712
5,25201,5.448,712
5,25201,6.358,712
5,25201,6.98,712
5,25201,4.402,712
5,25201,7.192,712
5,25201,5.754,712
5,25201,5.69,712
5,25201,4.86,712
5,25201,6.454,712
5,25201,6.774,712
5,25201,6.376,712
5,25201,5.594,712
5,25201,7.19,712
5,25201,3.798,712
1,25203,10.708,732
1,25203,10.866,732
1,25203,5.156,732
1,25203,5.186,732
1,25203,10.884,732
1,25203,3.876,732
1,25203,10.954,732
1,25203,9.104,732
1,25203,9.162,732
1,25203,11.192,732
1,25203,10.584,732
1,25203,6.11,732
1,25203,5.77,732
1,25203,7.562,732
1,25203,6.074,732
1,25203,9.644,732
1,25203,9.412,732
1,25203,1.464,732
1,25203,13.472,732
1,25203,7.964,732
2,25203,4.698,732
2,25203,2.828,732
2,25203,5.45,732
2,25203,4.93,732
2,25203,5.15,732
2,25203,4.816,732
2,25203,7.37,732
2,25203,9.48,732
2,25203,5.224,732
2,25203,8.108,732
2,25203,0.72,732
2,25203,3.21,732
2,25203,3.436,732
2,25203,2.348,732
2,25203,4.168,732
2,25203,1.54,732
2,25203,0.622,732
2,25203,3.368,732
2,25203,0.832,732
2,25203,1.736,732
3,25203,5.916,732
3,25203,7.182,732
3,25203,4.562,732
3,25203,6.588,732
3,25203,8.314,732
3,25203,4.638,732
3,25203,5.02,732
3,25203,6.308,732
3,25203,6.074,732
3,25203,8.372,732
3,25203,3.07,732
3,25203,2.726,732
3,25203,6.504,732
3,25203,4.624,732
3,25203,3.272,732
3,25203,7.95,732
3,25203,4.77,732
3,25203,7.444,732
3,25203,3.594,732
3,25203,3.268,732
4,25203,8.654,732
4,25203,5.496,732
4,25203,9.128,732
4,25203,8.474,732
4,25203,5.782,732
4,25203,10.174,732
4,25203,7.982,732
4,25203,12.426,732
4,25203,12.25,732
4,25203,7.786,732
4,25203,4.466,732
4,25203,2.042,732
4,25203,7.492,732
4,25203,10.458,732
4,25203,7.014,732
4,25203,7.708,732
4,25203,6.104,732
4,25203,6.15,732
4,25203,7.43,732
4,25203,7.736,732
5,25203,5.094,732
5,25203,5.912,732
5,25203,6.268,732
5,25203,5.672,732
5,25203,5.754,732
5,25203,7.436,732
5,25203,11.548,732
5,25203,5.65,732
5,25203,6.67,732
5,25203,8.158,732
5,25203,5.594,732
5,25203,8.416,732
5,25203,7.89,732
5,25203,6.202,732
5,25203,7.062,732
5,25203,6.936,732
5,25203,11.056,732
5,25203,4.166,732
5,25203,6.706,732
1,25204,5.212,765
1,25204,3.976,765
1,25204,3.92,765
1,25204,3.492,765
1,25204,3.652,765
1,25204,4.024,765
1,25204,3.936,765
1,25204,4.842,765
1,25204,5.742,765
1,25204,2.546,765
1,25204,3.85,765
1,25204,5.042,765
1,25204,3.692,765
1,25204,4.704,765
1,25204,3.662,765
1,25204,6.27,765
1,25204,3.51,765
1,25204,3.766,765
1,25204,2.442,765
1,25204,4.998,765
2,25204,4.818,765
2,25204,3.994,765
2,25204,1.82,765
2,25204,4.244,765
2,25204,1.438,765
2,25204,2.216,765
2,25204,7.48,765
2,25204,6.986,765
2,25204,1.526,765
2,25204,5.16,765
3,25204,4.75,765
3,25204,5.872,765
3,25204,4.432,765
3,25204,7.128,765
3,25204,5.136,765
3,25204,2.538,765
3,25204,3.55,765
3,25204,4.856,765
3,25204,2.426,765
5,25204,4.462,765
5,25204,5.462,765
5,25204,4.7,765
5,25204,4.324,765
5,25204,2.98,765
5,25204,7.554,765
5,25204,2.852,765
5,25204,4.692,765
1,25205,7.948,774
1,25205,7.686,774
1,25205,4.58,774
1,25205,6.91,774
1,25205,6.454,774
1,25205,10.108,774
1,25205,2.872,774
1,25205,4.324,774
1,25205,8.99,774
1,25205,7.208,774
1,25205,6.28,774
1,25205,6.998,774
1,25205,10.076,774
1,25205,6.39,774
1,25205,5.636,774
1,25205,5.46,774
1,25205,7.954,774
1,25205,4.084,774
1,25205,7.2,774
1,25205,3.194,774
2,25205,8.184,774
2,25205,5.548,774
2,25205,6.07,774
2,25205,6.79,774
2,25205,6.728,774
2,25205,6.48,774
2,25205,5.67,774
2,25205,5.616,774
2,25205,4.576,774
2,25205,9.588,774
2,25205,5.108,774
2,25205,3.858,774
2,25205,2.42,774
2,25205,9.648,774
2,25205,5.618,774
2,25205,6.79,774
2,25205,7.236,774
2,25205,5.424,774
2,25205,7.356,774
3,25205,4.924,774
3,25205,5.23,774
3,25205,3.218,774
3,25205,8.864,774
3,25205,4.51,774
3,25205,4.252,774
3,25205,7.046,774
3,25205,4.532,774
3,25205,4.64,774
3,25205,4.232,774
3,25205,5.868,774
3,25205,4.47,774
3,25205,3.104,774
3,25205,7.756,774
3,25205,1.75,774
3,25205,6.858,774
3,25205,4.488,774
3,25205,3.774,774
3,25205,1.456,774
3,25205,5.89,774
4,25205,4.586,774
4,25205,5.3,774
4,25205,4.478,774
4,25205,4.872,774
4,25205,4.74,774
4,25205,6.21,774
4,25205,7.478,774
4,25205,4.484,774
4,25205,4.116,774
4,25205,3.694,774
4,25205,4.208,774
4,25205,6.798,774
4,25205,4.288,774
4,25205,4.822,774
4,25205,3.458,774
4,25205,4.586,774
4,25205,5.16,774
4,25205,2.652,774
4,25205,3.142,774
4,25205,2.338,774
5,25205,4.898,774
5,25205,5.39,774
5,25205,5.412,774
5,25205,8.47,774
5,25205,5.792,774
5,25205,5.602,774
5,25205,6.69,774
5,25205,6.04,774
5,25205,4.568,774
5,25205,4.672,774
5,25205,3.748,774
5,25205,7.142,774
5,25205,4.202,774
5,25205,8.16,774
5,25205,8.354,774
5,25205,1.97,774
5,25205,7.308,774
5,25205,7.732,774
5,25205,3.814,774
1,25206,5.03,786
1,25206,5.948,786
1,25206,3.98,786
1,25206,5.65,786
1,25206,4.748,786
1,25206,4.518,786
1,25206,2.81,786
1,25206,4.338,786
1,25206,4.14,786
1,25206,4.232,786
1,25206,6.322,786
1,25206,4.374,786
1,25206,4.218,786
1,25206,6.974,786
1,25206,3.08,786
1,25206,4.554,786
1,25206,8.25,786
1,25206,6.444,786
1,25206,5.824,786
1,25206,0.956,786
2,25206,4.97,786
2,25206,5.046,786
2,25206,4.83,786
2,25206,5.002,786
2,25206,5.214,786
2,25206,5.234,786
2,25206,3.886,786
2,25206,4.802,786
2,25206,4.576,786
2,25206,6.088,786
2,25206,5.236,786
2,25206,3.782,786
2,25206,4.774,786
2,25206,5.23,786
2,25206,4.428,786
2,25206,4.896,786
2,25206,3.2,786
2,25206,2.042,786
2,25206,2.356,786
2,25206,1.796,786
3,25206,5.618,786
3,25206,6.604,786
3,25206,5.08,786
3,25206,2.822,786
3,25206,4.79,786
3,25206,2.796,786
3,25206,5.468,786
3,25206,3.376,786
3,25206,7.476,786
3,25206,5.574,786
3,25206,4.796,786
3,25206,5.234,786
3,25206,2.544,786
3,25206,3.188,786
3,25206,6.032,786
3,25206,5.254,786
3,25206,3.748,786
3,25206,3.118,786
3,25206,4.246,786
3,25206,1.734,786
4,25206,5.108,786
4,25206,3.95,786
4,25206,4.9,786
4,25206,3.086,786
4,25206,4.948,786
4,25206,2.972,786
4,25206,3.558,786
4,25206,3.872,786
4,25206,3.276,786
4,25206,3.728,786
4,25206,3.572,786
4,25206,4.552,786
4,25206,1.354,786
4,25206,3.956,786
4,25206,3.308,786
4,25206,1.642,786
4,25206,3.054,786
4,25206,2.006,786
4,25206,0.682,786
4,25206,4.258,786
5,25206,8.868,786
5,25206,6.712,786
5,25206,7.178,786
5,25206,6.142,786
5,25206,5.632,786
5,25206,4.586,786
5,25206,5.968,786
5,25206,4.552,786
5,25206,5.396,786
5,25206,4.43,786
5,25206,7.08,786
5,25206,8.132,786
5,25206,5.264,786
5,25206,5.172,786
5,25206,5.946,786
5,25206,7.424,786
5,25206,3.148,786
5,25206,6.414,786
5,25206,3.79,786
5,25206,5.034,786
1,25207,3.274,799
1,25207,4.81,799
1,25207,6.964,799
1,25207,3.442,799
1,25207,4.596,799
1,25207,2.562,799
1,25207,3.758,799
1,25207,3.882,799
1,25207,2.26,799
1,25207,3.742,799
1,25207,1.894,799
1,25207,4.46,799
1,25207,2.984,799
1,25207,1.15,799
1,25207,4.092,799
1,25207,3.008,799
1,25207,2.382,799
1,25207,3.55,799
1,25207,2.638,799
1,25207,2.042,799
2,25207,2.312,799
2,25207,3.32,799
2,25207,2.95,799
2,25207,5.534,799
2,25207,5.144,799
2,25207,6.188,799
2,25207,2.884,799
2,25207,5.14,799
2,25207,4.002,799
2,25207,3.686,799
2,25207,4.07,799
2,25207,4.708,799
2,25207,3.336,799
2,25207,2.356,799
2,25207,1.214,799
2,25207,4.932,799
2,25207,2.084,799
2,25207,1.61,799
2,25207,1.738,799
2,25207,0.662,799
3,25207,4.86,799
3,25207,4.334,799
3,25207,4.194,799
3,25207,4.028,799
3,25207,5.34,799
3,25207,3.698,799
3,25207,3.93,799
3,25207,4.284,799
3,25207,8.472,799
3,25207,0.836,799
3,25207,5.406,799
3,25207,2.522,799
3,25207,2.668,799
3,25207,5.228,799
3,25207,1.688,799
3,25207,1.21,799
3,25207,1.538,799
3,25207,2.102,799
3,25207,0.842,799
1,25209,5.42,852
1,25209,6.466,852
1,25209,7.358,852
1,25209,4.198,852
1,25209,6.26,852
1,25209,8.82,852
1,25209,6.934,852
1,25209,4.31,852
1,25209,4.822,852
1,25209,4.558,852
1,25209,6.092,852
1,25209,8.612,852
1,25209,9.592,852
1,25209,3.936,852
1,25209,2.184,852
1,25209,8.674,852
1,25209,1.626,852
1,25209,0.762,852
1,25209,0.628,852
1,25209,4.012,852
2,25209,3.688,852
2,25209,6.994,852
2,25209,5.678,852
2,25209,7.59,852
2,25209,3.084,852
2,25209,5.786,852
2,25209,2.678,852
2,25209,2.108,852
2,25209,4.114,852
2,25209,3.84,852
2,25209,6.338,852
2,25209,5.408,852
2,25209,4.28,852
2,25209,2.842,852
2,25209,2.606,852
2,25209,6.172,852
2,25209,1.364,852
2,25209,3.006,852
2,25209,0.838,852
3,25209,4.304,852
3,25209,6.426,852
3,25209,2.944,852
3,25209,5.166,852
3,25209,6.566,852
3,25209,4.406,852
3,25209,4.82,852
3,25209,6.13,852
3,25209,5.202,852
3,25209,8.244,852
3,25209,4.936,852
3,25209,7.25,852
3,25209,4.618,852
3,25209,5.644,852
3,25209,6.526,852
3,25209,4.802,852
3,25209,4.728,852
3,25209,5.622,852
3,25209,2.938,852
3,25209,1.02,852
4,25209,6.858,852
4,25209,5.572,852
4,25209,7.078,852
4,25209,6.008,852
4,25209,2.026,852
4,25209,6.984,852
4,25209,6.068,852
4,25209,7.396,852
4,25209,4.812,852
4,25209,6.122,852
4,25209,5.32,852
4,25209,9.194,852
4,25209,9.858,852
4,25209,6.722,852
4,25209,5.96,852
4,25209,4.568,852
4,25209,6.154,852
4,25209,7.254,852
4,25209,7.296,852
4,25209,4.936,852
5,25209,5.936,852
5,25209,6.036,852
5,25209,4.136,852
5,25209,4.096,852
5,25209,6.794,852
5,25209,1.164,852
5,25209,6.9,852
5,25209,5.98,852
5,25209,4.572,852
5,25209,4.926,852
5,25209,2.67,852
5,25209,3.962,852
5,25209,3.48,852
5,25209,3.694,852
5,25209,5.554,852
5,25209,2.31,852
5,25209,2.902,852
5,25209,0.712,852
5,25209,2.778,852
5,25209,2.892,852
1,25744,7.302,705
1,25744,10.142,705
1,25744,4.124,705
1,25744,8.966,705
1,25744,5.322,705
1,25744,8.694,705
1,25744,5.032,705
1,25744,8.116,705
1,25744,4.258,705
1,25744,4.402,705
1,25744,5.88,705
1,25744,5.816,705
1,25744,5.794,705
1,25744,8.004,705
1,25744,6.438,705
1,25744,2.07,705
1,25744,6.63,705
1,25744,4.714,705
1,25744,2.552,705
2,25744,6.284,705
2,25744,7.96,705
2,25744,9.33,705
2,25744,3.376,705
2,25744,7.282,705
2,25744,5.592,705
2,25744,5.426,705
2,25744,5.93,705
2,25744,4.3,705
2,25744,4.658,705
2,25744,6.17,705
2,25744,4.4,705
2,25744,6.004,705
2,25744,2.6,705
2,25744,3.526,705
2,25744,5.296,705
2,25744,4.864,705
2,25744,9.866,705
2,25744,7.352,705
2,25744,3.312,705
3,25744,2.768,705
3,25744,4.854,705
3,25744,4.324,705
3,25744,4.714,705
3,25744,3.984,705
3,25744,4.534,705
3,25744,7.9,705
3,25744,8.162,705
3,25744,3.842,705
3,25744,4.554,705
3,25744,6.084,705
3,25744,5.706,705
3,25744,4.796,705
3,25744,5.83,705
3,25744,3.302,705
3,25744,3.022,705
3,25744,3.818,705
3,25744,8.59,705
3,25744,1.456,705
3,25744,6.088,705
4,25744,6.698,705
4,25744,2.402,705
4,25744,5.19,705
4,25744,6.6,705
4,25744,7.034,705
4,25744,6.198,705
4,25744,4.77,705
4,25744,4.348,705
4,25744,6.132,705
4,25744,4.836,705
4,25744,4.58,705
4,25744,2.632,705
4,25744,2.194,705
4,25744,2.732,705
4,25744,5.78,705
4,25744,3.114,705
4,25744,7.14,705
4,25744,1.602,705
4,25744,4.168,705
4,25744,2.602,705
5,25744,4.11,705
5,25744,8.52,705
5,25744,5.078,705
5,25744,7.514,705
5,25744,7.338,705
5,25744,5.55,705
5,25744,6.068,705
5,25744,7.964,705
5,25744,6.004,705
5,25744,4.968,705
5,25744,5.878,705
5,25744,6.908,705
5,25744,3.24,705
5,25744,1.596,705
5,25744,7.038,705
5,25744,8.776,705
5,25744,5.34,705
5,25744,7.146,705
5,25744,7.784,705
5,25744,4.732,705
1,25745,6.082,714
1,25745,5.22,714
1,25745,3.26,714
1,25745,4.592,714
1,25745,6.312,714
1,25745,2.796,714
1,25745,3.956,714
1,25745,3.936,714
1,25745,3.416,714
1,25745,2.416,714
1,25745,1.752,714
1,25745,5.032,714
1,25745,3.486,714
1,25745,3,714
1,25745,2.934,714
1,25745,1.796,714
1,25745,3.664,714
1,25745,2.438,714
1,25745,2.778,714
2,25745,4.448,714
2,25745,4.71,714
2,25745,4.846,714
2,25745,3.752,714
2,25745,4.31,714
2,25745,4.452,714
2,25745,2.642,714
2,25745,2.214,714
2,25745,2.072,714
2,25745,1.228,714
2,25745,2.624,714
2,25745,2.042,714
2,25745,0.934,714
2,25745,2.956,714
2,25745,2.424,714
2,25745,2.89,714
2,25745,2.602,714
2,25745,2.924,714
2,25745,6.098,714
2,25745,2.728,714
3,25745,2.892,714
3,25745,1.306,714
3,25745,3.514,714
3,25745,3.808,714
3,25745,2.402,714
3,25745,1.494,714
3,25745,2.028,714
3,25745,3.556,714
3,25745,1.16,714
3,25745,3.118,714
3,25745,2.732,714
3,25745,2.388,714
3,25745,1.692,714
3,25745,2.84,714
3,25745,2.086,714
3,25745,2.784,714
3,25745,2.468,714
3,25745,0.904,714
3,25745,0.826,714
3,25745,0.672,714
4,25745,0.898,714
4,25745,4.17,714
4,25745,2.268,714
4,25745,0.966,714
4,25745,3.63,714
4,25745,3.622,714
4,25745,3.608,714
4,25745,0.724,714
4,25745,2.886,714
4,25745,2.93,714
4,25745,1.746,714
4,25745,1.094,714
4,25745,1.062,714
4,25745,0.644,714
4,25745,1.836,714
4,25745,3.62,714
4,25745,0.798,714
4,25745,0.734,714
4,25745,0.716,714
5,25745,3.626,714
5,25745,2.294,714
5,25745,3.576,714
5,25745,2.076,714
5,25745,4.676,714
5,25745,2.856,714
5,25745,2.396,714
5,25745,0.74,714
5,25745,1.516,714
5,25745,2.488,714
5,25745,1.162,714
5,25745,1.862,714
5,25745,2.22,714
5,25745,2.332,714
5,25745,2.432,714
5,25745,1.638,714
5,25745,2.34,714
5,25745,0.962,714
5,25745,2.194,714
5,25745,0.946,714
1,BB,11.072,BB
1,BB,9.132,BB
1,BB,9.134,BB
1,BB,9.36,BB
1,BB,9.64,BB
1,BB,10.912,BB
1,BB,5.738,BB
1,BB,9.42,BB
1,BB,9.218,BB
1,BB,7.264,BB
1,BB,7.074,BB
1,BB,9.866,BB
1,BB,6.374,BB
1,BB,7.31,BB
1,BB,8.046,BB
1,BB,8.046,BB
1,BB,10.568,BB
1,BB,9.244,BB
1,BB,9.008,BB
1,BB,10.25,BB
2,BB,11.7,BB
2,BB,11.36,BB
2,BB,14.034,BB
2,BB,10.624,BB
2,BB,7.614,BB
2,BB,5.15,BB
2,BB,7.84,BB
2,BB,10.776,BB
2,BB,11.684,BB
2,BB,10.404,BB
2,BB,7.194,BB
2,BB,11.818,BB
2,BB,8.514,BB
2,BB,6.768,BB
2,BB,4.62,BB
2,BB,8.96,BB
2,BB,12.378,BB
2,BB,15.284,BB
2,BB,11.798,BB
3,BB,10.768,BB
3,BB,5.62,BB
3,BB,10.518,BB
3,BB,5.164,BB
3,BB,10.412,BB
3,BB,11.8,BB
3,BB,8.564,BB
3,BB,4.972,BB
3,BB,9.558,BB
3,BB,8.002,BB
3,BB,11.774,BB
3,BB,6.62,BB
3,BB,7.438,BB
3,BB,6.354,BB
3,BB,7.158,BB
3,BB,10.526,BB
3,BB,10.442,BB
3,BB,9.336,BB
3,BB,8.326,BB
3,BB,11.564,BB
4,BB,7.024,BB
4,BB,8.838,BB
4,BB,8.704,BB
4,BB,6.622,BB
4,BB,8.456,BB
4,BB,8.602,BB
4,BB,11.082,BB
4,BB,9.136,BB
4,BB,9.238,BB
4,BB,10.356,BB
4,BB,5.478,BB
4,BB,12.84,BB
4,BB,6.41,BB
4,BB,6.106,BB
4,BB,7.62,BB
4,BB,10.478,BB
4,BB,7.836,BB
5,BB,8.996,BB
5,BB,12.782,BB
5,BB,9.26,BB
5,BB,7.76,BB
5,BB,11.034,BB
5,BB,10.04,BB
5,BB,10.516,BB
5,BB,6.348,BB
5,BB,8.882,BB
5,BB,4.36,BB
5,BB,9.074,BB
5,BB,6.282,BB
5,BB,5.054,BB
5,BB,9.28,BB
5,BB,7.438,BB
5,BB,8.782,BB
5,BB,10.27,BB
5,BB,8.584,BB
5,BB,7.9,BB
5,BB,6.62,BB
1,ee,6.126,ee
1,ee,7.914,ee
1,ee,6.938,ee
1,ee,7.724,ee
1,ee,7.686,ee
1,ee,5.202,ee
1,ee,8.964,ee
1,ee,4.932,ee
1,ee,10.14,ee
1,ee,8.436,ee
1,ee,5.056,ee
1,ee,8.354,ee
1,ee,8.696,ee
1,ee,9.048,ee
1,ee,9.27,ee
1,ee,6.696,ee
1,ee,10.982,ee
1,ee,5.528,ee
1,ee,7.304,ee
1,ee,6.26,ee
2,ee,9.004,ee
2,ee,7.324,ee
2,ee,7.154,ee
2,ee,9.73,ee
2,ee,7.672,ee
2,ee,2.866,ee
2,ee,6.82,ee
2,ee,6.314,ee
2,ee,10.91,ee
2,ee,8.118,ee
2,ee,8.468,ee
2,ee,3.194,ee
2,ee,4.572,ee
2,ee,11.226,ee
2,ee,6.31,ee
2,ee,7.064,ee
2,ee,5.64,ee
2,ee,5.48,ee
2,ee,4.602,ee
3,ee,6.64,ee
3,ee,7.45,ee
3,ee,5.062,ee
3,ee,7.846,ee
3,ee,9.028,ee
3,ee,5.63,ee
3,ee,6.6,ee
3,ee,8.792,ee
3,ee,4.64,ee
3,ee,4.134,ee
3,ee,5.376,ee
3,ee,7.332,ee
3,ee,5.602,ee
3,ee,3.768,ee
3,ee,7.458,ee
3,ee,7.936,ee
3,ee,3.386,ee
3,ee,8.854,ee
3,ee,2.178,ee
4,ee,6.388,ee
4,ee,4.37,ee
4,ee,9.464,ee
4,ee,8.148,ee
4,ee,5.706,ee
4,ee,5.612,ee
4,ee,5.956,ee
4,ee,9.678,ee
4,ee,5.188,ee
4,ee,6.138,ee
4,ee,8.17,ee
4,ee,6.184,ee
4,ee,7.874,ee
4,ee,10.134,ee
4,ee,6.172,ee
4,ee,7.964,ee
5,ee,4.75,ee
5,ee,9.312,ee
5,ee,13.028,ee
5,ee,7.09,ee
5,ee,10.588,ee
5,ee,4.418,ee
5,ee,5.34,ee
5,ee,4.258,ee
5,ee,9.492,ee
5,ee,8.47,ee
5,ee,6.178,ee
5,ee,6.854,ee
5,ee,3.648,ee
5,ee,10.206,ee
5,ee,6.842,ee
5,ee,13.132,ee
5,ee,8.202,ee
5,ee,5.156,ee
5,ee,10.098,ee
5,ee,9.268,ee
